1,0
2,0
4,0
5,0
6,0
8,0
9,0
13,0
14,0
16,0
17,0
18,0
19,0
22,0
27,0
29,0
30,0
31,0
34,0
35,0
37,0
39,0
40,0
42,0
45,0
47,0
48,0
52,0
53,0
54,0
55,0
56,0
58,0
61,0
65,0
66,0
68,0
71,0
75,0
76,0
77,0
80,0
82,0
85,0
89,0
92,0
96,0
107,0
108,0
113,0
114,0
118,0
122,0
124,0
132,0
133,0
135,0
140,0
141,0
142,0
144,0
145,0
148,0
152,0
154,0
155,0
156,0
157,0
159,0
161,0
170,0
171,0
175,0
177,0
178,0
182,0
184,0
186,0
187,0
190,0
191,0
192,0
196,0
198,0
200,0
202,0
204,0
206,0
210,0
211,0
214,0
215,0
217,0
218,0
219,0
220,0
223,0
224,0
227,0
229,0
231,0
233,0
240,0
241,0
247,0
249,0
251,0
252,0
253,0
254,0
258,0
259,0
260,0
262,0
264,0
265,0
268,0
270,0
271,0
272,0
276,0
278,0
279,0
289,0
294,0
295,0
298,0
299,0
302,0
303,0
308,0
309,0
310,0
311,0
312,0
315,0
317,0
318,0
319,0
322,0
326,0
330,0
333,0
342,0
347,0
351,0
353,0
354,0
358,0
360,0
361,0
362,0
364,0
367,0
372,0
376,0
378,0
379,0
381,0
384,0
385,0
386,0
390,0
393,0
399,0
402,0
405,0
408,0
411,0
412,0
414,0
420,0
422,0
425,0
427,0
431,0
432,0
434,0
435,0
436,0
438,0
440,0
442,0
443,0
446,0
452,0
453,0
456,0
457,0
458,0
459,0
461,0
465,0
467,0
473,0
475,0
478,0
479,0
481,0
482,0
483,0
485,0
487,0
489,0
491,0
494,0
501,0
503,0
506,0
511,0
512,0
513,0
516,0
517,0
518,0
519,0
520,0
521,0
522,0
524,0
526,0
527,0
529,0
530,0
532,0
535,0
536,0
538,0
539,0
542,0
546,0
548,0
549,0
552,0
553,0
554,0
557,0
558,0
563,0
564,0
565,0
567,0
568,0
570,0
572,0
574,0
575,0
576,0
578,0
579,0
580,0
581,0
582,0
587,0
593,0
596,0
597,0
602,0
609,0
610,0
615,0
616,0
618,0
619,0
620,0
621,0
629,0
632,0
634,0
638,0
641,0
642,0
648,0
649,0
651,0
652,0
654,0
655,0
658,0
665,0
666,0
