13,0
23,0
27,0
28,0
29,0
32,0
36,0
37,0
40,0
46,0
48,0
49,0
55,0
66,0
76,0
77,0
80,0
82,0
86,0
87,0
99,0
102,0
103,0
107,0
109,0
110,0
114,0
115,0
123,0
129,0
133,0
139,0
143,0
146,0
150,0
151,0
152,0
158,0
161,0
165,0
173,0
175,0
177,0
179,0
191,0
195,0
197,0
200,0
201,0
206,0
209,0
212,0
216,0
217,0
227,0
228,0
240,0
241,0
242,0
244,0
249,0
253,0
258,0
260,0
262,0
264,0
268,0
276,0
290,0
293,0
296,0
302,0
307,0
312,0
321,0
322,0
333,0
335,0
341,0
342,0
344,0
345,0
347,0
356,0
357,0
358,0
361,0
362,0
367,0
368,0
382,0
385,0
393,0
398,0
399,0
409,0
411,0
418,0
425,0
431,0
432,0
433,0
434,0
466,0
469,0
470,0
472,0
475,0
480,0
483,0
487,0
488,0
492,0
493,0
499,0
506,0
535,0
541,0
543,0
544,0
547,0
549,0
564,0
569,0
570,0
572,0
575,0
580,0
587,0
603,0
614,0
615,0
623,0
624,0
640,0
651,0
654,0
655,0
656,0
660,0
670,0
678,0
691,0
700,0
701,0
704,0
708,0
712,0
713,0
717,0
718,0
720,0
721,0
749,0
758,0
759,0
760,0
763,0
767,0
768,0
769,0
775,0
776,0
780,0
788,0
795,0
800,0
801,0
806,0
808,0
814,0
816,0
820,0
827,0
844,0
849,0
852,0
862,0
864,0
878,0
885,0
889,0
892,0
893,0
894,0
899,0
903,0
908,0
912,0
919,0
929,0
932,0
936,0
937,0
943,0
955,0
956,0
961,0
962,0
968,0
972,0
974,0
978,0
983,0
987,0
990,0
991,0
992,0
995,0
1005,0
1007,0
1014,0
1020,0
1021,0
1024,0
1029,0
1031,0
1033,0
1037,0
1042,0
1050,0
1055,0
1069,0
1077,0
1080,0
1082,0
1087,0
1089,0
1090,0
1101,0
1103,0
1104,0
1110,0
1113,0
1117,0
1123,0
1130,0
1133,0
1134,0
1136,0
1137,0
1142,0
1147,0
1162,0
1163,0
1164,0
1172,0
1174,0
1180,0
1183,0
1185,0
1187,0
1188,0
1191,0
1211,0
1216,0
1218,0
1220,0
1233,0
1238,0
1243,0
1244,0
1248,0
1250,0
1253,0
1282,0
1284,0
1289,0
1307,0
1308,0
1311,0
1323,0
1327,0
1329,0
1331,0
1336,0
1339,0
1349,0
1359,0
1366,0
1367,0
1369,0
1370,0
1375,0
1381,0
1387,0
1389,0
1393,0
1401,0
1407,0
1417,0
1419,0
1420,0
1425,0
1426,0
1434,0
1436,0
1439,0
1454,0
1458,0
1461,0
1465,0
1478,0
1479,0
1481,0
1490,0
1498,0
1502,0
1503,0
1507,0
1534,0
1539,0
1542,0
1544,0
1545,0
1546,0
1548,0
1556,0
1557,0
1561,0
1563,0
1591,0
1593,0
1595,0
1605,0
1606,0
1607,0
1608,0
1620,0
1633,0
1634,0
1640,0
1646,0
1647,0
1652,0
1654,0
1658,0
1662,0
1671,0
1683,0
1684,0
1687,0
1701,0
1722,0
1727,0
1729,0
1735,0
1736,0
1741,0
1749,0
1758,0
1759,0
1769,0
1781,0
1782,0
1795,0
1801,0
1812,0
1813,0
1816,0
1819,0
1824,0
1829,0
1830,0
1831,0
1832,0
1836,0
1837,0
1844,0
1849,0
1850,0
1861,0
1863,0
1866,0
1873,0
1882,0
1887,0
1894,0
1902,0
1904,0
1907,0
1912,0
1913,0
1915,0
1917,0
1919,0
1923,0
1927,0
1929,0
1932,0
1934,0
1944,0
1948,0
1951,0
1954,0
1968,0
1972,0
1979,0
1983,0
1995,0
